,candidate_name,office_name,committee_name,election_name,filler_nid,election_year,fppc_id,treasurer,is_terminated,status,filer_name,filer_type,city,state,zip
116,"Tapscott, Ben",Director - Oakland Unified School District - 7,"Ben ""Coach"" Tapscott for Oakland School Board 2020",11/3/2020 - General,190793841,2020,1430904,"Johnson, Chelsea",True,TERMINATED,"Ben ""Coach"" Tapscott for Oakland School Board 2020",['Candidate or Officeholder'],Antelope,CA,95843
117,"Taylor, Bronche Jerard",Director - Oakland Unified School District - 7,Committee to Support Bronche Taylor for OUSD School Board 2020,11/3/2020 - General,191296956,2020,1428595,"Dixon, Maria",True,TERMINATED,Committee to Support Bronche Taylor for OUSD School Board 2020,['Candidate or Officeholder'],Oakland,CA,94603
118,"Thompson, Clifford",Director - Oakland Unified School District - 7,CLIFFORD THOMPSON OAKLAND UNIFIED SCHOOL DISTRICT BOARD 2020,11/3/2020 - General,181562231,2020,1427679,,True,TERMINATED,CLIFFORD THOMPSON OAKLAND UNIFIED SCHOOL DISTRICT BOARD 2020,['Candidate or Officeholder'],Sacramento,CA,95815
119,"Valerio, Victor",Director - Oakland Unified School District - 7,VALERIO FOR OUSD SCHOOL BOARD 2020,11/3/2020 - General,183505003,2020,1422389,,True,TERMINATED,VALERIO FOR OUSD SCHOOL BOARD 2020,['Candidate or Officeholder'],Oakland,CA,94621
120,"Brooks, Desley",City Council - City of Oakland - 6,,11/6/2018 - General,,2018,,,,,,,,,
121,"Middleton, Natasha",City Council - City of Oakland - 6,,11/6/2018 - General,,2018,,,,,,,,,
122,"Rodriguez, Maria",City Council - City of Oakland - 6,,11/6/2018 - General,,2018,,,,,,,,,
123,"Taylor, Loren",City Council - City of Oakland - 6,Loren Taylor for City Council 2018 Officeholder Committee,11/6/2018 - General,196534785,2018,1435459,"Taylor, Erica",True,TERMINATED,Loren Taylor for City Council 2018 Officeholder Committee,['Candidate or Officeholder'],Oakland,CA,94605
124,"Whitaker, Mya",City Council - City of Oakland - 6,,11/6/2018 - General,,2018,,,,,,,,,
125,"Campbell Washington, Annie",City Council - City of Oakland - 4,,11/6/2018 - General,,2018,,,,,,,,,
126,"Harris, Pamela",City Council - City of Oakland - 4,,11/6/2018 - General,,2018,,,,,,,,,
127,"Hummel, Francis",City Council - City of Oakland - 4,,11/6/2018 - General,,2018,,,,,,,,,
128,"Maxson, Nayeli",City Council - City of Oakland - 4,,11/6/2018 - General,,2018,,,,,,,,,
129,"Michelson, Charlie",City Council - City of Oakland - 4,,11/6/2018 - General,,2018,,,,,,,,,
130,"Simmons, Joseph",City Council - City of Oakland - 4,,11/6/2018 - General,,2018,,,,,,,,,
131,"Tanios, Joseph",City Council - City of Oakland - 4,,11/6/2018 - General,,2018,,,,,,,,,
132,"Thao, Sheng",City Council - City of Oakland - 4,,11/6/2018 - General,,2018,,,,,,,,,
133,"Doutherd, Clarissa",Director - Oakland Unified School District - 4,,11/6/2018 - General,,2018,,,,,,,,,
134,"Yee, Gary",Director - Oakland Unified School District - 4,,11/6/2018 - General,,2018,,,,,,,,,
135,"Eng, Aimee",Director - Oakland Unified School District - 2,,11/6/2018 - General,,2018,,,,,,,,,
136,"Gonzales, Shanthi",Director - Oakland Unified School District - 6,,11/6/2018 - General,,2018,,,,,,,,,
137,"Guillen, Abel",City Council - City of Oakland - 2,,11/6/2018 - General,,2018,,,,,,,,,
138,"Smith, Carlos ""Kenzie""",City Council - City of Oakland - 2,,11/6/2018 - General,,2018,,,,,,,,,
139,"Houston, Ken",Mayor - City of Oakland,,11/6/2018 - General,,2018,,,,,,,,,
140,"Karamooz, Saied",Mayor - City of Oakland,,11/6/2018 - General,,2018,,,,,,,,,
141,"Liu, Peter",Mayor - City of Oakland,,11/6/2018 - General,,2018,,,,,,,,,
142,"Polk, Sheilagh",Mayor - City of Oakland,,11/6/2018 - General,,2018,,,,,,,,,
143,"Price, Pamela",Mayor - City of Oakland,,11/6/2018 - General,,2018,,,,,,,,,
144,"Schaaf, Libby",Mayor - City of Oakland,"Schaaf, Libby",11/6/2018 - General,175789537,2018,,,False,ACTIVE,"Schaaf, Libby",['Person'],Oakland,CA,94612
145,"Sidebotham, Nancy",Mayor - City of Oakland,,11/6/2018 - General,,2018,,,,,,,,,
146,"Smith, Jesse A.J.",Mayor - City of Oakland,,11/6/2018 - General,,2018,,,,,,,,,
147,"Tatmon, Marchon",Mayor - City of Oakland,,11/6/2018 - General,,2018,,,,,,,,,
148,"Troupe, Cedric",Mayor - City of Oakland,,11/6/2018 - General,,2018,,,,,,,,,
149,"Roberts, Brenda",City Auditor - City of Oakland,,11/6/2018 - General,,2018,,,,,,,,,
150,"Ruby, Courtney",City Auditor - City of Oakland,,11/6/2018 - General,,2018,,,,,,,,,
151,"Brown, Alan",City Council - City of Oakland - 3,,11/8/2016 - General,,2016,,,,,,,,,
152,"Gibson McElhaney, Lynette",City Council - City of Oakland - 3,,11/8/2016 - General,,2016,,,,,,,,,
153,"Hodges, Robyn",City Council - City of Oakland - 3,,11/8/2016 - General,,2016,,,,,,,,,
154,"Jordan, Tyron",City Council - City of Oakland - 3,,11/8/2016 - General,,2016,,,,,,,,,
155,"Karamooz, Saied",City Council - City of Oakland - 3,,11/8/2016 - General,,2016,,,,,,,,,
156,"McNeal, Anthony",City Council - City of Oakland - 3,,11/8/2016 - General,,2016,,,,,,,,,
157,"Session, Noni",City Council - City of Oakland - 3,,11/8/2016 - General,,2016,,,,,,,,,
158,"Cabello, Manuel",City Council Member At-Large - City of Oakland,,11/8/2016 - General,,2016,,,,,,,,,
159,"Ellis, Patricia",City Council Member At-Large - City of Oakland,,11/8/2016 - General,,2016,,,,,,,,,
160,"Hummel, Francis",City Council Member At-Large - City of Oakland,,11/8/2016 - General,,2016,,,,,,,,,
161,"Kaplan, Rebecca",City Council Member At-Large - City of Oakland,,11/8/2016 - General,,2016,,,,,,,,,
162,"Moore, Margaret",City Council Member At-Large - City of Oakland,,11/8/2016 - General,,2016,,,,,,,,,
163,"Quan, Bruce",City Council Member At-Large - City of Oakland,,11/8/2016 - General,,2016,,,,,,,,,
164,"Sidebotham, Nancy",City Council Member At-Large - City of Oakland,,11/8/2016 - General,,2016,,,,,,,,,
165,"Young, Jr., Larry",City Council Member At-Large - City of Oakland,,11/8/2016 - General,,2016,,,,,,,,,
166,"Corbett, Kevin",City Council - City of Oakland - 1,,11/8/2016 - General,,2016,,,,,,,,,
167,"Kalb, Dan",City Council - City of Oakland - 1,,11/8/2016 - General,,2016,,,,,,,,,
168,"Cross, Misty",Director - Oakland Unified School District - 3,,11/8/2016 - General,,2016,,,,,,,,,
169,"Hodge, Jumoke Hinton",Director - Oakland Unified School District - 3,,11/8/2016 - General,,2016,,,,,,,,,
170,"Lang, Benjamin",Director - Oakland Unified School District - 3,,11/8/2016 - General,,2016,,,,,,,,,
171,"Narain, Lucky",Director - Oakland Unified School District - 3,,11/8/2016 - General,,2016,,,,,,,,,
172,"Wiginton, Kharyshi",Director - Oakland Unified School District - 3,,11/8/2016 - General,,2016,,,,,,,,,
173,"De Jimenez, Olivia",City Council - City of Oakland - 7,,11/8/2016 - General,,2016,,,,,,,,,
174,"Hodge, Marcie",City Council - City of Oakland - 7,,11/8/2016 - General,,2016,,,,,,,,,
175,"lmara, Nehanda",City Council - City of Oakland - 7,,11/8/2016 - General,,2016,,,,,,,,,
176,"Oliver-Benson, Maxine",City Council - City of Oakland - 7,,11/8/2016 - General,,2016,,,,,,,,,
177,"Reid, Larry",City Council - City of Oakland - 7,,11/8/2016 - General,,2016,,,,,,,,,
178,"Reid, Treva",City Council - City of Oakland - 7,,11/8/2016 - General,,2016,,,,,,,,,
179,"Gallo, Noel",City Council - City of Oakland - 5,,11/8/2016 - General,,2016,,,,,,,,,
180,"Gonzales, Viola",City Council - City of Oakland - 5,,11/8/2016 - General,,2016,,,,,,,,,
181,"Harris, James",Director - Oakland Unified School District - 7,,11/8/2016 - General,,2016,,,,,,,,,
182,"Jackson, Chris",Director - Oakland Unified School District - 7,,11/8/2016 - General,,2016,,,,,,,,,
183,"Hassid, Michael",Director - Oakland Unified School District - 5,,11/8/2016 - General,,2016,,,,,,,,,
184,"Hutchinson, Michael",Director - Oakland Unified School District - 5,,11/8/2016 - General,,2016,,,,,,,,,
185,"Menjivar, Randy",Director - Oakland Unified School District - 5,,11/8/2016 - General,,2016,,,,,,,,,
186,"Torres, Roseann",Director - Oakland Unified School District - 5,,11/8/2016 - General,,2016,,,,,,,,,
187,"Trenado, Huber",Director - Oakland Unified School District - 5,,11/8/2016 - General,,2016,,,,,,,,,
188,"London, Jody",Director - Oakland Unified School District - 1,,11/8/2016 - General,,2016,,,,,,,,,
189,"Macleay, Donald",Director - Oakland Unified School District - 1,,11/8/2016 - General,,2016,,,,,,,,,
190,"Parker, Barbara",City Attorney - City of Oakland,,11/8/2016 - General,,2016,,,,,,,,,
191,"Anderson, Jason ''Shake''",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
192,"Houston, Ken",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
193,"Kaplan, Rebecca",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
194,"Karamooz, Saied",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
195,"Liu, Peter",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
196,"McCullough, Patrick",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
197,"Parker, Bryan",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
198,"Quan, Jean",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
199,"Ruby, Courtney",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
200,"Schaaf, Libby",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
201,"Sidebotham, Nancy",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
202,"Siegel, Dan",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
203,"Tuman, Joseph",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
204,"Williams, Charles",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
205,"Wilson, Eric",Mayor - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
206,"Blackburn, Kevin",City Council - City of Oakland - 2,,11/4/2014 - General,,2014,,,,,,,,,
207,"Guillen, Abel",City Council - City of Oakland - 2,,11/4/2014 - General,,2014,,,,,,,,,
208,"King, Dana",City Council - City of Oakland - 2,,11/4/2014 - General,,2014,,,,,,,,,
209,"Maxey, Ken",City Council - City of Oakland - 2,,11/4/2014 - General,,2014,,,,,,,,,
210,"Park, Andrew",City Council - City of Oakland - 2,,11/4/2014 - General,,2014,,,,,,,,,
211,"Kaplan, Rebecca",City Council Member At-Large - City of Oakland,,11/4/2014 - General,,2014,,,,,,,,,
212,"Thomas, Tamika",City Auditor - City of Oakland,,11/5/2013 - General,,2013,,,,,,,,,
213,"Anderson, Theresa",City Council Member At-Large - City of Oakland,,11/6/2012 - General,,2012,,,,,,,,,
214,"De La Fuente, Ignacio",City Council Member At-Large - City of Oakland,,11/6/2012 - General,,2012,,,,,,,,,
215,"Kaplan, Rebecca",City Council Member At-Large - City of Oakland,,11/6/2012 - General,,2012,,,,,,,,,
216,"Tolbert, Carol Lee",City Council Member At-Large - City of Oakland,,11/6/2012 - General,,2012,,,,,,,,,
217,"Tuman, Joseph",City Council Member At-Large - City of Oakland,,11/6/2012 - General,,2012,,,,,,,,,
218,"Brandt, Craig",City Council - City of Oakland - 1,,11/6/2012 - General,,2012,,,,,,,,,
219,"Franklin, Bob",City Council - City of Oakland - 1,,11/6/2012 - General,,2012,,,,,,,,,
220,"Kalb, Dan",City Council - City of Oakland - 1,,11/6/2012 - General,,2012,,,,,,,,,
221,"Karchmer, Joanne",City Council - City of Oakland - 1,,11/6/2012 - General,,2012,,,,,,,,,
222,"Lemley, Amy",City Council - City of Oakland - 1,,11/6/2012 - General,,2012,,,,,,,,,
223,"Link, Gordon",City Council - City of Oakland - 1,,11/6/2012 - General,,2012,,,,,,,,,
224,"Macleay, Donald",City Council - City of Oakland - 1,,11/6/2012 - General,,2012,,,,,,,,,
225,"Raphael, Leonard",City Council - City of Oakland - 1,,11/6/2012 - General,,2012,,,,,,,,,
226,"Raya, Richard",City Council - City of Oakland - 1,,11/6/2012 - General,,2012,,,,,,,,,
227,"Brunner, Jane",City Attorney - City of Oakland,,11/6/2012 - General,,2012,,,,,,,,,
228,"Parker, Barbara",City Attorney - City of Oakland,,11/6/2012 - General,,2012,,,,,,,,,
229,"Cruz, Vicente",Director - Oakland Unified School District - 3,,11/6/2012 - General,,2012,,,,,,,,,
230,"Fuentes, Richard",Director - Oakland Unified School District - 3,,11/6/2012 - General,,2012,,,,,,,,,
231,"Hodge, Jumoke Hinton",Director - Oakland Unified School District - 3,,11/6/2012 - General,,2012,,,,,,,,,
232,"Polk, Sheilagh",Director - Oakland Unified School District - 3,,11/6/2012 - General,,2012,,,,,,,,,
233,"De La Fuente, Ignacio",Mayor - City of Oakland,,11/6/2012 - General,,2012,,,,,,,,,
234,"DeWitt, Nyeisha",City Council - City of Oakland - 3,,11/6/2012 - General,,2012,,,,,,,,,
235,"Eaves, Damon",City Council - City of Oakland - 3,,11/6/2012 - General,,2012,,,,,,,,,
236,"Gibson McElhaney, Lynette",City Council - City of Oakland - 3,,11/6/2012 - General,,2012,,,,,,,,,
237,"Hodge, Gregory",City Council - City of Oakland - 3,,11/6/2012 - General,,2012,,,,,,,,,
238,"Miller-Cole, Alex",City Council - City of Oakland - 3,,11/6/2012 - General,,2012,,,,,,,,,
239,"Muhammad, Derrick",City Council - City of Oakland - 3,,11/6/2012 - General,,2012,,,,,,,,,
240,"Sullivan, Sean",City Council - City of Oakland - 3,,11/6/2012 - General,,2012,,,,,,,,,
241,"Young Jr., Larry Lionel",City Council - City of Oakland - 3,,11/6/2012 - General,,2012,,,,,,,,,
242,"Gallo, Noel",City Council - City of Oakland - 5,,11/6/2012 - General,,2012,,,,,,,,,
243,"Garza, Shelly",City Council - City of Oakland - 5,,11/6/2012 - General,,2012,,,,,,,,,
244,"Juarez, Mario",City Council - City of Oakland - 5,,11/6/2012 - General,,2012,,,,,,,,,
245,"McMahan, Dawn",City Council - City of Oakland - 5,,11/6/2012 - General,,2012,,,,,,,,,
246,"Harris, James",Director - Oakland Unified School District - 7,,11/6/2012 - General,,2012,,,,,,,,,
247,"Spearman, Alice",Director - Oakland Unified School District - 7,,11/6/2012 - General,,2012,,,,,,,,,
248,"Hutchinson, Michael",Director - Oakland Unified School District - 5,,11/6/2012 - General,,2012,,,,,,,,,
249,"Reiss, Cynthia",Director - Oakland Unified School District - 5,,11/6/2012 - General,,2012,,,,,,,,,
250,"Torres, Roseann",Director - Oakland Unified School District - 5,,11/6/2012 - General,,2012,,,,,,,,,
251,"London, Jody",Director - Oakland Unified School District - 1,,11/6/2012 - General,,2012,,,,,,,,,
252,"Pecot, Thearse",Director - Oakland Unified School District - 1,,11/6/2012 - General,,2012,,,,,,,,,
253,"Menjivar, Randy",City Council - City of Oakland - 7,,11/6/2012 - General,,2012,,,,,,,,,
254,"Reid, Larry",City Council - City of Oakland - 7,,11/6/2012 - General,,2012,,,,,,,,,
255,"Walton, Sheryl",City Council - City of Oakland - 7,,11/6/2012 - General,,2012,,,,,,,,,
256,"Alberts, Norman",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
257,"Anderson, Jason ''Shake''",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
258,"Houston, Ken",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
259,"Kaplan, Rebecca",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
260,"Karamooz, Saied",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
261,"Liu, Peter",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
262,"McCullough, Patrick",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
263,"Parker, Bryan",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
264,"Quan, Jean",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
265,"Ruby, Courtney",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
266,"Schaaf, Libby",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
267,"Sidebotham, Nancy",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
268,"Siegel, Dan",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
269,"Smith, Jesse",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
270,"Tuman, Joseph",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
271,"Wade, Gregory",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
272,"Washington, Sammuel",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
273,"Wesley, Fred",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
274,"Williams, Charles",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
275,"Wilson, Eric",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
276,"Wrigley-Larson, Margaret",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
277,"Young Jr., Larry Lionel",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
278,"Almanzor, Renato",Director - Oakland Unified School District - 6,,11/2/2010 - General,,2010,,,,,,,,,
279,"Dobbins, Christoper",Director - Oakland Unified School District - 6,,11/2/2010 - General,,2010,,,,,,,,,
280,"Gonzales, Shanthi",Director - Oakland Unified School District - 6,,11/2/2010 - General,,2010,,,,,,,,,
281,"Blackburn, Kevin",City Council - City of Oakland - 2,,11/2/2010 - General,,2010,,,,,,,,,
282,"Colbruno, Michael",City Council - City of Oakland - 2,,11/2/2010 - General,,2010,,,,,,,,,
283,"Guillen, Abel",City Council - City of Oakland - 2,"Guillen, Abel",11/2/2010 - General,175812180,2010,,,False,ACTIVE,"Guillen, Abel",['Person'],Oakland,CA,94612
284,"King, Dana",City Council - City of Oakland - 2,,11/2/2010 - General,,2010,,,,,,,,,
285,"Mao, Sokhom",City Council - City of Oakland - 2,,11/2/2010 - General,,2010,,,,,,,,,
286,"Maxey, Ken",City Council - City of Oakland - 2,,11/2/2010 - General,,2010,,,,,,,,,
287,"Park, Andrew",City Council - City of Oakland - 2,,11/2/2010 - General,,2010,,,,,,,,,
288,"Broadhurst, Jill",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
289,"Campbell Washington, Annie",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
290,"Heidorn, Nicolas",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
291,"Lim, Paul",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
292,"Sinclair, Craig",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
293,"Brooks, Desley",City Council - City of Oakland - 6,,11/2/2010 - General,,2010,,,,,,,,,
294,"Johnson, Michael",City Council - City of Oakland - 6,,11/2/2010 - General,,2010,,,,,,,,,
295,"Moore, James",City Council - City of Oakland - 6,,11/2/2010 - General,,2010,,,,,,,,,
296,"Nosakhare, Shereda",City Council - City of Oakland - 6,,11/2/2010 - General,,2010,,,,,,,,,
297,"Debro, Karl",Director - Oakland Unified School District - 4,,11/2/2010 - General,,2010,,,,,,,,,
298,"Senn, Nina",Director - Oakland Unified School District - 4,,11/2/2010 - General,,2010,,,,,,,,,
299,"Shakir, Atiff",Director - Oakland Unified School District - 4,,11/2/2010 - General,,2010,,,,,,,,,
300,"Spigner, Cheri",Director - Oakland Unified School District - 4,,11/2/2010 - General,,2010,,,,,,,,,
301,"Eng, Aimee",Director - Oakland Unified School District - 2,,11/2/2010 - General,,2010,,,,,,,,,
302,"Ghirirdelli, William ""Bo""",Director - Oakland Unified School District - 2,,11/2/2010 - General,,2010,,,,,,,,,
303,"Raphael, Leonard",City Auditor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
304,"Roberts, Brenda",City Auditor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
305,"Gillian, Jason",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
306,"Jackson, Scott",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
307,"Kanz, Ralph",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
308,"Killian, Clinton",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
309,"Schaaf, Libby",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
310,"Shelby, Melanie",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
311,"Swafford, Danial",City Council - City of Oakland - 4,,11/2/2010 - General,,2010,,,,,,,,,
312,"Dorado, Jose",City Council - City of Oakland - 6,,11/2/2010 - General,,2010,,,,,,,,,
313,"Sidebotham, Nancy",City Council - City of Oakland - 6,,11/2/2010 - General,,2010,,,,,,,,,
314,"Candell, Terence",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
315,"Dillard Smith, Maya",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
316,"Fields, Arnie",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
317,"Harland, Greg",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
318,"Hodge, Marcie",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
319,"Macleay, Donald",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
320,"Perata, Don",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
321,"Young, Jr., Larry",Mayor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
322,"Davis, Celia",Director - Oakland Unified School District - 4,,11/2/2010 - General,,2010,,,,,,,,,
323,"Visnick, Benjamin",Director - Oakland Unified School District - 4,,11/2/2010 - General,,2010,,,,,,,,,
324,"Yee, Gary",Director - Oakland Unified School District - 4,,11/2/2010 - General,,2010,,,,,,,,,
325,"Kakishiba, David",Director - Oakland Unified School District - 2,,11/2/2010 - General,,2010,,,,,,,,,
326,"Kernighan, Patricia",City Council - City of Oakland - 2,,11/2/2010 - General,,2010,,,,,,,,,
327,"Pae, Jennifer",City Council - City of Oakland - 2,,11/2/2010 - General,,2010,,,,,,,,,
328,"Kilian, Michael",City Auditor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
329,"Ruby, Courtney",City Auditor - City of Oakland,,11/2/2010 - General,,2010,,,,,,,,,
330,"Hamill, Kerry",City Council Member At-Large - City of Oakland,,11/4/2008 - General,,2008,,,,,,,,,
331,"Kaplan, Rebecca",City Council Member At-Large - City of Oakland,,11/4/2008 - General,,2008,,,,,,,,,
332,"Blythe, Beverly",City Council - City of Oakland - 5,,6/3/2008 - General,,2008,,,,,,,,,
333,"De La Fuente, Ignacio",City Council - City of Oakland - 5,,6/3/2008 - General,,2008,,,,,,,,,
334,"Juarez, Mario",City Council - City of Oakland - 5,,6/3/2008 - General,,2008,,,,,,,,,
335,"Woffard, David",City Council - City of Oakland - 5,,6/3/2008 - General,,2008,,,,,,,,,
336,"Brunner, Jane",City Council - City of Oakland - 1,,6/3/2008 - General,,2008,,,,,,,,,
337,"McCullough, Patrick",City Council - City of Oakland - 1,,6/3/2008 - General,,2008,,,,,,,,,
338,"Gallo, Noel",Director - Oakland Unified School District - 5,,6/3/2008 - General,,2008,,,,,,,,,
339,"Gilmore, Clifford",City Council - City of Oakland - 7,,6/3/2008 - General,,2008,,,,,,,,,
340,"Reid , Larry",City Council - City of Oakland - 7,,6/3/2008 - General,,2008,,,,,,,,,
341,"Reid, Larry",City Council - City of Oakland - 7,,6/3/2008 - General,,2008,,,,,,,,,
342,"Hamill, Kerry",City Council Member At-Large - City of Oakland,,6/3/2008 - General,,2008,,,,,,,,,
343,"Kaplan, Rebecca",City Council Member At-Large - City of Oakland,,6/3/2008 - General,,2008,,,,,,,,,
344,"Killian, Clinton",City Council Member At-Large - City of Oakland,,6/3/2008 - General,,2008,,,,,,,,,
345,"Pine, Charlers",City Council Member At-Large - City of Oakland,,6/3/2008 - General,,2008,,,,,,,,,
346,"Rose, Frank",City Council Member At-Large - City of Oakland,,6/3/2008 - General,,2008,,,,,,,,,
347,"Hodge, Gregory",City Council - City of Oakland - 3,,6/3/2008 - General,,2008,,,,,,,,,
348,"Nadel, Nancy",City Council - City of Oakland - 3,,6/3/2008 - General,,2008,,,,,,,,,
349,"Sullivan, Sean",City Council - City of Oakland - 3,,6/3/2008 - General,,2008,,,,,,,,,
350,"Williams, Africa",City Council - City of Oakland - 3,,6/3/2008 - General,,2008,,,,,,,,,
351,"Hodge, Jumoke Hinton",Director - Oakland Unified School District - 3,,6/3/2008 - General,,2008,,,,,,,,,
352,"Oluwole, Sr., Olibemiga",Director - Oakland Unified School District - 3,,6/3/2008 - General,,2008,,,,,,,,,
353,"Limbrick, Doris",Director - Oakland Unified School District - 7,,6/3/2008 - General,,2008,,,,,,,,,
354,"Spearman, Alice",Director - Oakland Unified School District - 7,,6/3/2008 - General,,2008,,,,,,,,,
355,"Williams, Beverly",Director - Oakland Unified School District - 7,,6/3/2008 - General,,2008,,,,,,,,,
356,"London, Jody",Director - Oakland Unified School District - 1,,6/3/2008 - General,,2008,,,,,,,,,
357,"Reed, Tennessee",Director - Oakland Unified School District - 1,,6/3/2008 - General,,2008,,,,,,,,,
358,"Rogers, Brian",Director - Oakland Unified School District - 1,,6/3/2008 - General,,2008,,,,,,,,,
359,"Russo, John",City Attorney - City of Oakland,,6/3/2008 - General,,2008,,,,,,,,,
360,"Boyd, Wandra",Director - Oakland Unified School District - 6,,6/6/2006 - Special,,2006,,,,,,,,,
361,"Cook, Toni",City Council - City of Oakland - 6,,6/6/2006 - Special,,2006,,,,,,,,,
362,"De La Fuente, Ignacio",Mayor - City of Oakland,,6/6/2006 - Special,,2006,,,,,,,,,
363,"Kernighan, Patricia",City Council - City of Oakland - 2,,6/6/2006 - Special,,2006,,,,,,,,,
364,"Drake, Pamela",City Council - City of Oakland - 2,,5/17/2005 - Special,,2005,,,,,,,,,
365,"Kakishiba, David",City Council - City of Oakland - 2,,5/17/2005 - Special,,2005,,,,,,,,,
366,"Kernighan, Patricia",City Council - City of Oakland - 2,,5/17/2005 - Special,,2005,,,,,,,,,
367,"Kakishiba, David",Director - Oakland Unified School District - 2,,11/24/2002 - General,,2002,,,,,,,,,
